Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Review Rating,Promo Code Used,Previous Purchases,Payment Method,Discount Value (%)
48,F,Hat,Accessories,25,Minnesota,XL,3.6,No,36,Credit Card,0.0
31,F,Sneakers,Footwear,74,Georgia,M,3.0,Yes,0,Credit Card,20.0
51,M,Pants,Clothing,30,Rhode Island,M,3.0,No,0,Debit Card,0.0
53,F,Sneakers,Footwear,64,Texas,M,3.4,No,0,Debit Card,0.0
55,F,Shorts,Clothing,88,Florida,L,3.1,No,42,Bank Transfer,0.0
62,M,Shoes,Footwear,88,North Dakota,L,3.0,No,7,Debit Card,0.0
55,F,Gloves,Accessories,88,West Virginia,XL,3.7,Yes,50,Credit,10.0
64,M,Socks,Clothing,36,Nebraska,M,3.5,Yes,37,Debit Card,20.0
52,F,Dress,Clothing,40,Tennessee,XL,2.8,Yes,18,Bank Transfer,20.0
24,F,Handbag,Accessories,39,Oklahoma,M,4.5,No,29,Cash,0.0
38,F,Belt,Accessories,40,Wisconsin,M,3.3,No,45,Debit Card,0.0
59,F,Scarf,Accessories,34,Oregon,M,3.4,No,0,Cash,0.0
27,F,Sneakers,Footwear,83,North Carolina,S,3.2,No,0,Debit Card,0.0
24,F,Sweater,Clothing,85,Pennsylvania,L,3.7,Yes,7,Debit Card,10.0
23,M,Coat,Outerwear,27,North Dakota,L,4.6,No,0,Debit Card,0.0
69,M,Jewelry,Accessories,78,Ohio,S,5.0,No,0,Bank Transfer,0.0
59,F,Sunglasses,Accessories,32,Oklahoma,M,4.4,No,6,Debit Card,0.0
51,U,Shoes,Footwear,51,South Carolina,S,4.9,No,2,Debit Card,0.0
63,M,Scarf,Accessories,32,Maine,M,4.1,No,0,Credit Card,0.0
54,M,Dress,Clothing,62,Nevada,L,4.9,Yes,0,Credit Card,50.0
32,M,T-shirt,Clothing,29,Montana,S,4.7,No,0,Debit Card,0.0
39,F,Backpack,Accessories,69,New Hampshire,XL,3.0,No,0,Bank Transfer,0.0
66,F,Jewelry,Accessories,25,Maine,L,3.4,No,0,Credit Card,0.0
28,F,Jeans,Clothing,76,California,M,3.2,Yes,0,Debit Card,10.0
50,F,Sunglasses,Accessories,77,West Virginia,S,2.9,No,6,Debit Card,0.0
70,M,Sweater,Clothing,33,California,M,4.5,No,6,Debit Card,0.0
67,M,Shorts,Clothing,93,West Virginia,S,2.7,No,12,Credit Card,0.0
64,M,Jewelry,Accessories,39,Louisiana,L,3.4,No,0,Cash,0.0
45,M,Coat,Outerwear,93,Georgia,L,4.6,No,0,Cash,0.0
22,F,Handbag,Accessories,82,Washington,M,2.7,Yes,0,Credit,20.0
27,M,Boots,Footwear,42,Virginia,L,4.2,No,0,Bank Transfer,0.0
25,M,Gloves,Accessories,71,Indiana,M,3.2,No,19,Cash,0.0
37,F,Sweater,Clothing,86,Minnesota,L,4.8,Yes,0,Cash,50.0
26,M,T-shirt,Clothing,82,Idaho,XL,3.3,No,0,Credit Card,0.0
33,M,Shoes,Footwear,65,Vermont,L,4.2,No,0,Debit Card,0.0
37,F,Sneakers,Footwear,65,Rhode Island,L,4.9,No,2,Cash,0.0
46,F,Dress,Clothing,88,South Carolina,S,3.9,No,24,Bank Transfer,0.0
22,F,Belt,Accessories,46,Mississippi,M,3.0,No,26,Cash,0.0
20,M,Boots,Footwear,67,Montana,S,4.6,No,0,Debit Card,0.0
60,F,Scarf,Accessories,35,Idaho,L,3.5,Yes,0,Debit Card,50.0
39,F,Boots,Footwear,66,Utah,M,4.8,No,0,Cash,0.0
43,F,T-shirt,Clothing,91,Oklahoma,L,4.8,No,0,Cash,0.0
31,F,Backpack,Accessories,78,California,L,3.0,No,0,Cash,0.0
19,F,Sneakers,Footwear,45,Nevada,M,4.5,Yes,0,Bank Transfer,10.0
41,M,Jeans,Clothing,74,South Carolina,S,3.8,No,15,Cash,0.0
52,F,Gloves,Accessories,55,Maryland,M,4.6,No,0,Cash,0.0
45,M,Hoodie,Clothing,76,North Carolina,XL,3.1,No,0,Credit Card,0.0
34,F,Sneakers,Footwear,66,Alabama,L,3.4,Yes,0,Cash,20.0
35,M,Shorts,Clothing,51,Minnesota,M,3.3,No,0,Bank Transfer,0.0
29,F,Sweater,Clothing,26,Virginia,L,4.8,Yes,0,Credit Card,10.0
59,F,Jeans,Clothing,29,Michigan,M,2.8,No,0,Cash,0.0
24,F,Jacket,Outerwear,74,Maine,M,3.1,No,0,Bank Transfer,0.0
70,F,Jewelry,Accessories,99,Nevada,S,4.6,Yes,0,Cash,10.0
29,F,Backpack,Accessories,88,Wyoming,L,2.6,No,0,Debit Card,0.0
67,M,Coat,Outerwear,31,Connecticut,M,2.6,No,40,Bank Transfer,0.0
36,F,Belt,Accessories,55,Oregon,L,3.8,Yes,0,Bank Transfer,20.0
23,M,Sandals,Footwear,81,Mississippi,L,4.5,No,48,Debit Card,0.0
18,F,Sweater,Clothing,73,Illinois,L,3.0,No,27,Debit Card,0.0
53,F,Shorts,Clothing,91,Utah,S,3.5,Yes,14,Credit Card,10.0
38,M,Shirt,Clothing,40,Kentucky,M,3.5,No,0,Cash,0.0
47,F,Pants,Clothing,59,Minnesota,M,3.1,No,0,Debit Card,0.0
46,F,Scarf,Accessories,26,New York,L,3.0,No,0,Credit Card,0.0
66,F,Sweater,Clothing,23,Illinois,M,4.3,No,0,Cash,0.0
40,F,Jeans,Clothing,87,North Dakota,S,3.3,No,0,Credit Card,0.0
43,M,Pants,Clothing,71,Louisiana,M,4.7,No,19,Credit Card,0.0
58,M,Backpack,Accessories,91,Illinois,L,4.5,Yes,0,Credit Card,20.0
21,M,Coat,Outerwear,64,Wyoming,XL,2.9,No,2,Debit Card,0.0
42,M,Sandals,Footwear,94,Washington,M,4.1,No,0,Cash,0.0
24,M,Shirt,Clothing,40,Texas,M,3.5,Yes,0,Debit Card,50.0
47,F,Shirt,Clothing,86,Indiana,S,3.3,No,26,Debit Card,0.0
49,M,Skirt,Clothing,92,Alabama,M,3.2,No,0,Credit Card,0.0
50,M,Shoes,Footwear,52,Oklahoma,L,4.0,No,39,Cash,0.0
51,F,Coat,Outerwear,28,Montana,XL,3.6,No,42,Bank Transfer,0.0
40,F,Pants,Clothing,46,Tennessee,L,4.6,No,0,Bank Transfer,0.0
45,F,Jewelry,Accessories,50,New Mexico,M,2.6,Yes,0,Cash,10.0
52,F,Belt,Accessories,23,Iowa,M,4.3,No,12,Credit Card,0.0
62,U,Jacket,Outerwear,50,Idaho,M,3.4,No,0,Cash,0.0
20,M,Shirt,Clothing,89,Oklahoma,XL,3.5,No,0,Debit Card,0.0
43,F,Hoodie,Clothing,81,Florida,M,4.2,No,0,Credit Card,0.0
29,F,Sunglasses,Accessories,69,Michigan,M,3.5,No,0,Credit Card,0.0
22,M,Sunglasses,Accessories,67,Hawaii,M,3.6,No,0,Debit Card,0.0
42,F,Boots,Footwear,29,Iowa,M,4.9,No,0,Debit Card,0.0
60,M,Shorts,Clothing,82,Washington,S,3.6,No,0,Bank Transfer,0.0
32,U,Gloves,Accessories,23,Missouri,M,3.4,No,0,Bank Transfer,0.0
26,F,Jewelry,Accessories,45,New York,L,2.9,Yes,35,Bank Transfer,10.0
25,M,Boots,Footwear,21,Connecticut,L,2.7,No,0,Credit Card,0.0
66,F,Jewelry,Accessories,31,Virginia,M,4.3,No,26,Credit Card,0.0
45,F,Pants,Clothing,45,Missouri,M,3.3,No,39,Debit Card,0.0
54,U,Jewelry,Accessories,56,Nebraska,XL,2.8,No,22,Credit Card,0.0
37,M,Jacket,Outerwear,97,New Jersey,S,3.2,Yes,0,Cash,10.0
54,U,Blouse,Clothing,100,Utah,XL,3.6,No,50,Debit Card,0.0
50,F,Blouse,Clothing,96,North Carolina,S,4.0,No,0,Credit Card,0.0
25,M,Gloves,Accessories,99,Rhode Island,M,4.9,No,0,Debit Card,0.0
47,M,Shorts,Clothing,91,Arkansas,L,4.0,No,0,Credit,0.0
63,M,Hat,Accessories,30,Maryland,L,3.8,Yes,0,Cash,20.0
64,F,Shoes,Footwear,65,South Carolina,L,3.7,No,0,Bank Transfer,0.0
18,M,Boots,Footwear,93,Ohio,M,3.9,No,20,Debit Card,0.0
59,F,Jacket,Outerwear,81,Illinois,M,3.3,No,48,Debit Card,0.0
37,F,Jewelry,Accessories,81,Georgia,S,2.7,No,0,Debit Card,0.0
23,M,Sunglasses,Accessories,52,Alabama,M,4.7,Yes,0,Debit Card,10.0
54,F,Skirt,Clothing,88,Oklahoma,M,2.8,No,25,Cash,0.0
38,F,Jeans,Clothing,24,Vermont,L,4.6,No,25,Credit,0.0
19,U,Backpack,Accessories,51,Nebraska,S,4.5,No,0,Debit Card,0.0
34,M,Backpack,Accessories,38,Georgia,S,5.0,No,0,Cash,0.0
21,F,Shorts,Clothing,46,Alabama,L,4.1,Yes,0,Debit Card,20.0
50,F,Dress,Clothing,63,Minnesota,L,4.6,No,6,Cash,0.0
55,M,Scarf,Accessories,72,Missouri,XL,4.9,No,0,Bank Transfer,0.0
20,U,Jeans,Clothing,39,Georgia,L,3.9,No,0,Bank Transfer,0.0
34,F,Coat,Outerwear,42,West Virginia,L,3.9,No,29,Cash,0.0
62,F,Sweater,Clothing,76,Arkansas,XL,2.6,No,0,Cash,0.0
21,F,Sneakers,Footwear,66,Ohio,L,2.7,Yes,0,Debit Card,10.0
21,M,Scarf,Accessories,90,Connecticut,M,3.5,No,2,Debit Card,0.0
42,F,Sweater,Clothing,56,North Dakota,M,3.7,No,0,Debit Card,0.0
35,M,Jewelry,Accessories,43,Kansas,XL,3.2,No,0,Debit Card,0.0
39,M,Handbag,Accessories,84,Iowa,L,3.3,Yes,43,Debit Card,50.0
68,M,Hoodie,Clothing,88,Vermont,M,4.8,Yes,30,Debit Card,20.0
46,U,Hat,Accessories,88,Wisconsin,L,3.2,No,0,Debit Card,0.0
41,F,Belt,Accessories,42,Connecticut,M,2.5,No,0,Debit Card,0.0
68,F,Hat,Accessories,73,Missouri,L,4.7,No,28,Bank Transfer,0.0
48,M,Shoes,Footwear,44,Tennessee,S,2.6,No,0,Debit Card,0.0
38,M,Sandals,Footwear,63,New Mexico,M,2.8,No,0,Debit Card,0.0
41,F,Jacket,Outerwear,68,Iowa,L,4.4,No,0,Credit Card,0.0
58,F,Sweater,Clothing,29,Maine,L,4.6,No,0,Debit Card,0.0
49,F,Socks,Clothing,85,South Dakota,M,3.2,No,40,Cash,0.0
57,F,Sneakers,Footwear,42,Colorado,M,4.2,No,0,Cash,0.0
50,F,Shirt,Clothing,62,Michigan,M,3.9,Yes,0,Debit Card,20.0
28,M,Backpack,Accessories,48,Nevada,XL,4.7,No,0,Cash,0.0
38,F,Boots,Footwear,68,Indiana,M,4.5,Yes,42,Debit Card,10.0
33,M,Handbag,Accessories,36,Michigan,XL,3.3,Yes,6,Debit Card,10.0
30,U,Dress,Clothing,63,California,S,3.3,No,31,Debit Card,0.0
43,F,Boots,Footwear,78,Iowa,M,3.6,No,0,Bank Transfer,0.0
36,M,Shoes,Footwear,99,Rhode Island,L,4.8,Yes,0,Credit,10.0
36,F,T-shirt,Clothing,31,Washington,L,4.8,No,0,Debit Card,0.0
64,F,Boots,Footwear,45,Florida,M,2.9,No,21,Debit Card,0.0
59,F,Pants,Clothing,30,South Carolina,S,2.8,No,0,Credit,0.0
55,M,Shoes,Footwear,24,West Virginia,M,3.2,No,26,Bank Transfer,0.0
42,M,Shoes,Footwear,22,Missouri,M,3.9,No,0,Credit,0.0
61,F,T-shirt,Clothing,63,Maine,L,4.3,No,0,Cash,0.0
28,M,Scarf,Accessories,40,Georgia,M,2.7,No,48,Debit Card,0.0
27,M,Jewelry,Accessories,20,Illinois,S,3.7,No,31,Cash,0.0
41,F,T-shirt,Clothing,80,Delaware,L,3.9,No,0,Debit Card,0.0
21,M,Shirt,Clothing,87,West Virginia,M,3.9,Yes,0,Debit Card,10.0
61,M,Shirt,Clothing,46,Hawaii,L,3.1,No,0,Cash,0.0
19,F,Gloves,Accessories,49,New York,L,3.3,No,2,Bank Transfer,0.0
22,M,Scarf,Accessories,65,New Mexico,M,3.6,No,0,Debit Card,0.0
64,F,Skirt,Clothing,62,Indiana,S,4.3,No,0,Credit,0.0
28,F,Hat,Accessories,67,Kentucky,L,4.5,No,0,Cash,0.0
34,M,Hoodie,Clothing,41,West Virginia,L,2.8,No,19,Debit Card,0.0
61,F,Boots,Footwear,49,North Dakota,L,2.7,No,0,Cash,0.0
24,F,Blouse,Clothing,100,Oregon,M,2.9,No,0,Debit Card,0.0
19,F,Belt,Accessories,54,Minnesota,L,4.4,Yes,0,Bank Transfer,20.0
51,F,Sunglasses,Accessories,84,South Carolina,M,3.9,Yes,0,Debit Card,10.0
36,F,Shorts,Clothing,41,Vermont,L,3.5,No,0,Bank Transfer,0.0
65,F,Gloves,Accessories,88,Minnesota,M,2.5,No,0,Cash,0.0
46,F,Sandals,Footwear,40,Delaware,M,4.9,No,0,Debit Card,0.0
51,F,Coat,Outerwear,37,Iowa,M,3.2,Yes,41,Debit Card,50.0
51,F,Pants,Clothing,52,New Jersey,S,4.9,Yes,19,Cash,20.0
21,F,T-shirt,Clothing,23,South Carolina,L,4.3,Yes,0,Bank Transfer,50.0
34,F,Sneakers,Footwear,88,Maryland,S,3.2,No,0,Cash,0.0
32,U,Shorts,Clothing,84,California,M,3.7,No,0,Credit Card,0.0
48,U,Coat,Outerwear,37,Montana,XL,3.2,Yes,0,Credit Card,10.0
50,F,Sandals,Footwear,51,Vermont,L,3.4,No,42,Cash,0.0
26,F,Pants,Clothing,76,Texas,L,4.1,No,0,Bank Transfer,0.0
57,M,Sandals,Footwear,60,North Carolina,L,4.5,No,0,Debit Card,0.0
56,F,T-shirt,Clothing,45,West Virginia,L,3.2,No,0,Bank Transfer,0.0
44,M,Jacket,Outerwear,84,Illinois,S,4.4,No,0,Debit Card,0.0
50,F,Blouse,Clothing,49,Virginia,S,3.0,No,0,Debit Card,0.0
27,U,Socks,Clothing,22,Virginia,XL,3.2,No,43,Cash,0.0
49,M,Coat,Outerwear,48,Wyoming,M,4.0,Yes,0,Debit Card,10.0
49,F,Dress,Clothing,37,South Carolina,M,3.1,No,0,Cash,0.0
52,F,Jacket,Outerwear,27,Connecticut,L,2.8,No,45,Cash,0.0
27,F,Boots,Footwear,79,Illinois,XL,4.6,No,0,Cash,0.0
53,F,Skirt,Clothing,98,Alabama,S,4.3,No,11,Credit Card,0.0
34,F,Sandals,Footwear,64,Washington,S,3.3,No,0,Bank Transfer,0.0
33,F,Coat,Outerwear,32,Alabama,L,3.5,No,48,Debit Card,0.0
62,F,Hoodie,Clothing,74,New Mexico,M,3.4,No,0,Debit Card,0.0
38,F,Jacket,Outerwear,50,Nevada,M,2.8,No,0,Debit Card,0.0
36,M,Backpack,Accessories,64,Nebraska,M,4.6,No,0,Debit Card,0.0
31,F,Backpack,Accessories,29,Arizona,S,3.6,Yes,0,Debit Card,10.0
62,F,Belt,Accessories,62,Georgia,M,3.3,No,0,Cash,0.0
29,M,Coat,Outerwear,78,Idaho,XL,3.1,Yes,0,Cash,20.0
24,F,T-shirt,Clothing,94,Missouri,M,3.5,No,0,Bank Transfer,0.0
63,U,Sunglasses,Accessories,59,Florida,M,3.2,No,15,Credit Card,0.0
56,F,Sneakers,Footwear,47,Minnesota,M,3.0,No,0,Bank Transfer,0.0
40,F,Coat,Outerwear,90,Montana,L,5.0,Yes,21,Cash,10.0
18,M,Shirt,Clothing,60,Alaska,M,2.9,No,0,Debit Card,0.0
50,F,Sneakers,Footwear,77,Iowa,L,3.2,No,0,Debit Card,0.0
66,F,Scarf,Accessories,41,Arizona,M,2.9,No,0,Bank Transfer,0.0
25,F,Jewelry,Accessories,48,Louisiana,L,3.3,No,12,Debit Card,0.0
65,U,Jacket,Outerwear,65,Alabama,M,2.6,No,0,Cash,0.0
53,F,Jeans,Clothing,62,Missouri,M,3.5,No,0,Debit Card,0.0
61,F,Shoes,Footwear,99,Idaho,M,4.4,No,0,Debit Card,0.0
67,F,Hoodie,Clothing,58,Florida,M,3.4,Yes,0,Bank Transfer,20.0
59,F,Backpack,Accessories,43,Idaho,L,4.2,No,0,Debit Card,0.0
55,F,Sneakers,Footwear,93,Alabama,M,3.6,No,0,Debit Card,0.0
21,M,Blouse,Clothing,50,New Hampshire,S,3.0,No,0,Debit Card,0.0
44,M,Pants,Clothing,88,Utah,L,4.0,No,0,Cash,0.0
65,F,Skirt,Clothing,33,Alabama,M,4.4,No,46,Credit Card,0.0
65,M,T-shirt,Clothing,99,Iowa,XL,4.1,No,0,Cash,0.0
54,F,Jacket,Outerwear,76,Kentucky,XL,3.6,Yes,0,Debit Card,10.0
56,F,Scarf,Accessories,97,South Carolina,XL,4.6,No,26,Bank Transfer,0.0
58,F,Pants,Clothing,68,California,M,3.2,No,0,Credit Card,0.0
54,M,Sneakers,Footwear,79,Maine,L,4.8,No,0,Bank Transfer,0.0
58,F,Jeans,Clothing,86,Nebraska,M,4.8,No,0,Debit Card,0.0
48,M,Hat,Accessories,68,Washington,M,5.0,No,5,Credit Card,0.0
19,M,Skirt,Clothing,52,Alabama,M,3.7,No,0,Debit Card,0.0
69,F,Sandals,Footwear,90,Maine,M,4.6,No,0,Credit Card,0.0
58,F,Sandals,Footwear,41,California,M,3.7,Yes,0,Credit Card,10.0
49,F,Sweater,Clothing,80,Iowa,M,4.1,No,10,Cash,0.0
40,F,Jacket,Outerwear,77,Colorado,L,4.9,No,2,Bank Transfer,0.0
25,M,Shorts,Clothing,78,California,L,4.0,No,0,Cash,0.0
70,F,Socks,Clothing,94,Indiana,M,4.7,No,0,Debit Card,0.0
69,U,Socks,Clothing,23,South Carolina,M,2.8,No,0,Cash,0.0
45,F,Hoodie,Clothing,20,Wisconsin,S,4.9,No,0,Debit Card,0.0
29,F,Socks,Clothing,86,Washington,S,4.2,No,0,Debit Card,0.0
47,F,Boots,Footwear,60,South Dakota,M,3.0,Yes,0,Debit Card,10.0
28,F,Shirt,Clothing,70,Minnesota,M,3.4,Yes,40,Credit,10.0
64,F,Belt,Accessories,39,Alaska,S,4.6,No,0,Debit Card,0.0
47,F,Backpack,Accessories,37,Kentucky,L,4.2,No,0,Debit Card,0.0
60,F,Boots,Footwear,29,North Dakota,M,3.2,No,0,Debit Card,0.0
67,U,Coat,Outerwear,35,Alaska,S,4.4,Yes,0,Credit,20.0
30,F,Shoes,Footwear,77,Delaware,M,3.6,No,47,Cash,0.0
23,F,Shoes,Footwear,37,Montana,XL,4.5,Yes,0,Debit Card,50.0
70,F,Jewelry,Accessories,69,Alaska,L,3.4,No,0,Bank Transfer,0.0
21,M,Dress,Clothing,66,California,L,3.2,No,0,Cash,0.0
51,F,Boots,Footwear,26,Massachusetts,L,4.2,No,27,Debit Card,0.0
22,F,Hat,Accessories,63,South Carolina,M,5.0,No,0,Debit Card,0.0
32,F,Backpack,Accessories,38,West Virginia,M,4.7,Yes,5,Cash,10.0
37,F,Shoes,Footwear,58,Oregon,L,4.2,No,0,Cash,0.0
31,M,Handbag,Accessories,46,Massachusetts,L,3.4,No,0,Credit,0.0
44,F,Sunglasses,Accessories,92,West Virginia,S,4.4,No,0,Credit Card,0.0
40,U,Hat,Accessories,32,California,XL,4.2,No,0,Bank Transfer,0.0
27,M,Scarf,Accessories,90,Colorado,M,4.5,Yes,0,Credit,10.0
47,F,Hoodie,Clothing,23,Indiana,L,2.8,Yes,44,Cash,10.0
41,F,Backpack,Accessories,25,Delaware,S,3.3,Yes,0,Debit Card,10.0
51,F,Sweater,Clothing,54,Ohio,L,4.6,No,0,Credit Card,0.0
53,F,Shorts,Clothing,72,Oklahoma,M,2.5,No,0,Bank Transfer,0.0
43,F,Scarf,Accessories,33,California,M,4.7,No,0,Cash,0.0
67,F,Hat,Accessories,43,New Hampshire,L,4.6,No,0,Credit Card,0.0
61,F,Coat,Outerwear,51,Pennsylvania,L,2.6,Yes,0,Cash,10.0
68,F,Jewelry,Accessories,85,Idaho,M,4.0,Yes,0,Credit Card,20.0
29,F,Gloves,Accessories,72,Pennsylvania,L,4.6,Yes,0,Credit Card,10.0
50,M,Backpack,Accessories,57,Colorado,M,2.6,No,0,Bank Transfer,0.0
61,F,Jacket,Outerwear,94,Indiana,L,4.0,No,21,Debit Card,0.0
19,F,Backpack,Accessories,34,Nebraska,M,4.6,No,1,Debit Card,0.0
33,M,Backpack,Accessories,89,Rhode Island,M,3.7,No,0,Debit Card,0.0
51,F,Sunglasses,Accessories,27,Kansas,S,4.4,No,45,Credit Card,0.0
69,F,Socks,Clothing,63,Georgia,S,4.0,Yes,44,Bank Transfer,20.0
19,F,Shoes,Footwear,70,Nevada,M,4.7,No,0,Credit,0.0
55,F,Pants,Clothing,87,South Carolina,XL,3.4,No,21,Cash,0.0
49,M,Jewelry,Accessories,79,Delaware,M,4.0,No,1,Debit Card,0.0
31,F,Sunglasses,Accessories,79,New Hampshire,M,3.9,No,0,Debit Card,0.0
42,M,Sandals,Footwear,44,Oregon,L,4.1,No,0,Debit Card,0.0
69,M,Sweater,Clothing,85,Massachusetts,M,3.7,Yes,0,Credit Card,10.0
26,M,Shoes,Footwear,90,Vermont,L,4.7,No,0,Debit Card,0.0
41,F,Jewelry,Accessories,94,Mississippi,S,4.3,No,0,Debit Card,0.0
55,F,Boots,Footwear,68,Washington,S,4.1,No,0,Cash,0.0
35,F,Backpack,Accessories,51,Wyoming,M,3.9,No,0,Debit Card,0.0
66,F,Sandals,Footwear,33,Minnesota,M,2.9,Yes,0,Debit Card,10.0
36,M,Sneakers,Footwear,60,Ohio,M,3.9,Yes,0,Credit,50.0
27,M,Hoodie,Clothing,59,South Carolina,M,4.3,No,0,Cash,0.0
41,F,Handbag,Accessories,30,Wisconsin,M,2.8,No,0,Bank Transfer,0.0
21,F,Sweater,Clothing,20,Tennessee,M,3.4,No,0,Cash,0.0
53,F,Sandals,Footwear,20,Maryland,S,2.7,No,0,Cash,0.0
54,M,Dress,Clothing,24,Mississippi,L,4.0,No,50,Credit Card,0.0
53,F,Skirt,Clothing,88,Minnesota,M,4.4,Yes,0,Debit Card,10.0
47,F,Blouse,Clothing,78,Alaska,M,3.9,No,23,Credit Card,0.0
64,F,Skirt,Clothing,25,Arkansas,L,2.8,No,0,Debit Card,0.0
18,F,Sweater,Clothing,57,Oregon,XL,3.2,No,10,Bank Transfer,0.0
68,M,Backpack,Accessories,93,Louisiana,S,4.3,No,37,Cash,0.0
62,F,Hoodie,Clothing,42,Oklahoma,S,4.2,No,15,Debit Card,0.0
51,F,Boots,Footwear,54,Indiana,XL,4.9,No,0,Debit Card,0.0
54,M,Blouse,Clothing,70,Mississippi,XL,3.7,No,23,Credit Card,0.0
22,M,Hoodie,Clothing,31,Michigan,M,4.1,Yes,0,Credit Card,10.0
53,M,Pants,Clothing,93,Delaware,L,4.2,No,0,Credit,0.0
34,F,Gloves,Accessories,40,Florida,M,3.9,Yes,12,Bank Transfer,20.0
32,F,Hat,Accessories,32,Arkansas,L,2.9,No,41,Debit Card,0.0
64,F,Sunglasses,Accessories,27,Minnesota,M,3.1,No,0,Debit Card,0.0
20,F,Scarf,Accessories,68,North Dakota,M,3.6,No,45,Cash,0.0
24,F,Handbag,Accessories,59,California,L,4.4,No,0,Debit Card,0.0
20,F,Handbag,Accessories,36,Mississippi,S,3.1,No,19,Debit Card,0.0
42,M,Jeans,Clothing,23,Pennsylvania,M,3.9,No,0,Cash,0.0
48,M,Jacket,Outerwear,80,Arizona,M,4.3,No,6,Credit,0.0
62,F,Backpack,Accessories,37,Louisiana,S,4.9,No,0,Debit Card,0.0
62,M,Shorts,Clothing,52,Virginia,S,3.6,No,8,Cash,0.0
50,F,Coat,Outerwear,79,Montana,M,5.0,No,0,Credit Card,0.0
57,F,Shirt,Clothing,68,Iowa,XL,4.1,No,0,Credit Card,0.0
24,F,Gloves,Accessories,98,Illinois,L,2.8,No,39,Debit Card,0.0
59,M,Dress,Clothing,83,Alaska,M,4.7,No,0,Credit Card,0.0
63,M,Pants,Clothing,83,Colorado,M,4.4,No,0,Cash,0.0
41,F,Pants,Clothing,55,New Mexico,M,4.9,No,50,Credit Card,0.0
35,M,Hoodie,Clothing,26,Colorado,L,3.1,No,30,Debit Card,0.0
34,M,Sunglasses,Accessories,76,Arizona,S,2.6,No,0,Bank Transfer,0.0
49,F,T-shirt,Clothing,85,Hawaii,S,2.9,No,0,Bank Transfer,0.0
43,F,Jacket,Outerwear,89,Illinois,M,3.3,Yes,0,Debit Card,10.0
63,F,Sweater,Clothing,41,Louisiana,XL,4.8,Yes,0,Cash,50.0
59,F,Socks,Clothing,53,Washington,M,3.3,Yes,29,Cash,20.0
35,F,Shirt,Clothing,66,Oklahoma,M,4.2,No,27,Debit Card,0.0
64,M,Sunglasses,Accessories,86,Arkansas,M,2.6,No,0,Cash,0.0
28,F,Pants,Clothing,60,Connecticut,M,2.9,No,38,Debit Card,0.0
27,M,Blouse,Clothing,74,Maine,M,3.3,No,0,Debit Card,0.0
56,M,Sandals,Footwear,95,Michigan,M,3.4,Yes,0,Debit Card,20.0
58,M,Sneakers,Footwear,25,Tennessee,M,4.2,No,0,Debit Card,0.0
33,U,Sandals,Footwear,36,Michigan,S,2.7,No,3,Bank Transfer,0.0
63,F,Hat,Accessories,82,Alabama,M,4.7,Yes,42,Debit Card,10.0
70,M,Blouse,Clothing,71,Massachusetts,XL,3.5,Yes,0,Cash,50.0
19,F,Gloves,Accessories,38,West Virginia,XL,3.3,No,0,Bank Transfer,0.0
25,M,Scarf,Accessories,59,Michigan,S,4.7,Yes,0,Debit Card,10.0
19,F,Hoodie,Clothing,91,Pennsylvania,M,4.7,No,0,Credit Card,0.0
25,M,Shorts,Clothing,68,Alaska,XL,4.8,No,45,Bank Transfer,0.0
60,F,Backpack,Accessories,21,Massachusetts,L,2.9,No,0,Credit,0.0
35,F,Sunglasses,Accessories,95,North Dakota,M,4.0,Yes,0,Debit Card,10.0
46,F,Shorts,Clothing,52,Vermont,L,3.1,No,0,Cash,0.0
41,F,Dress,Clothing,21,Kentucky,S,3.5,No,0,Debit Card,0.0
30,M,Shorts,Clothing,67,Nevada,XL,3.7,No,0,Debit Card,0.0
44,M,Belt,Accessories,42,Utah,L,2.8,No,0,Cash,0.0
61,F,Scarf,Accessories,63,North Dakota,XL,4.6,No,0,Debit Card,0.0
55,F,Boots,Footwear,41,Iowa,M,3.8,No,40,Debit Card,0.0
50,F,Handbag,Accessories,46,Connecticut,M,2.6,Yes,0,Cash,20.0
57,F,Pants,Clothing,79,Wisconsin,L,4.1,No,0,Cash,0.0
51,M,Boots,Footwear,90,Idaho,L,3.3,No,0,Debit Card,0.0
18,F,Shirt,Clothing,71,Montana,M,3.4,No,0,Cash,0.0
34,F,Hoodie,Clothing,66,Idaho,S,3.2,Yes,18,Cash,50.0
25,F,Pants,Clothing,90,Arkansas,XL,4.5,Yes,49,Cash,10.0
46,M,Jeans,Clothing,47,Iowa,L,4.8,No,0,Debit Card,0.0
37,F,Backpack,Accessories,50,Kentucky,L,3.4,Yes,0,Cash,10.0
49,M,Jacket,Outerwear,79,Massachusetts,L,4.6,No,0,Debit Card,0.0
22,F,Scarf,Accessories,91,Virginia,L,4.1,No,0,Credit,0.0
64,F,Boots,Footwear,60,New Hampshire,M,3.5,No,0,Bank Transfer,0.0
37,U,Hoodie,Clothing,90,Oregon,M,2.6,No,0,Bank Transfer,0.0
26,M,Jacket,Outerwear,70,South Dakota,M,4.4,No,40,Debit Card,0.0
33,M,Jeans,Clothing,63,Delaware,L,2.6,No,0,Debit Card,0.0
30,F,Jewelry,Accessories,29,Missouri,M,3.6,No,9,Debit Card,0.0
22,F,Shirt,Clothing,22,Florida,M,4.6,No,0,Bank Transfer,0.0
